record_id,signal_type,start_kmer_idx,end_kmer_idx,start_base,end_base,run_kmer_len,scale_used,mean_atcg
chr4q,weak,21247,21247,21247,21266,1,224.0,0.9047619047619048
chr4q,weak,21385,21385,21385,21404,1,224.0,0.9047619047619048
chr4q,weak,21528,21528,21528,21547,1,224.0,0.9047619047619048
chr4q,weak,21660,21660,21660,21679,1,224.0,0.9047619047619048
chr4q,weak,21791,21791,21791,21810,1,224.0,1.0
chr4q,weak,21936,21936,21936,21955,1,224.0,0.9047619047619048
chr4q,weak,22078,22078,22078,22097,1,224.0,1.0
chr4q,weak,22960,22960,22960,22979,1,224.0,1.0
chr4q,weak,23736,23736,23736,23755,1,224.0,0.9047619047619048
chr4q,weak,23876,23876,23876,23895,1,224.0,1.105263157894737
chr4q,weak,24020,24020,24020,24039,1,224.0,1.105263157894737
chr4q,weak,24159,24159,24159,24178,1,224.0,1.0
chr4q,weak,24564,24564,24564,24583,1,224.0,1.0
chr4q,weak,25066,25066,25066,25085,1,224.0,0.9047619047619048
chr4q,weak,25211,25211,25211,25230,1,224.0,0.9047619047619048
chr4q,weak,25357,25357,25357,25376,1,224.0,1.105263157894737
chr4q,weak,25510,25510,25510,25529,1,224.0,0.9047619047619048
chr4q,weak,25654,25654,25654,25673,1,224.0,1.105263157894737
chr4q,weak,25790,25790,25790,25809,1,224.0,0.9047619047619048
chr4q,weak,25911,25911,25911,25930,1,224.0,1.105263157894737
chr4q,weak,26034,26034,26034,26053,1,224.0,0.9047619047619048
chr4q,weak,26153,26153,26153,26172,1,224.0,1.0
chr4q,weak,26275,26275,26275,26294,1,224.0,0.9047619047619048
chr4q,weak,26387,26387,26387,26406,1,224.0,1.0
chr4q,weak,26590,26590,26590,26609,1,224.0,1.105263157894737
chr4q,weak,26730,26730,26730,26749,1,224.0,0.9047619047619048
chr4q,weak,26869,26869,26869,26888,1,224.0,1.105263157894737
chr4q,weak,27003,27003,27003,27022,1,224.0,1.0
chr4q,weak,27128,27128,27128,27147,1,224.0,0.9047619047619048
chr4q,weak,27249,27249,27249,27268,1,224.0,1.0
chr4q,weak,27372,27372,27372,27391,1,224.0,1.0
chr4q,weak,27503,27503,27503,27522,1,224.0,1.105263157894737
chr4q,weak,27641,27641,27641,27660,1,224.0,1.0
chr4q,weak,27780,27780,27780,27799,1,224.0,0.9047619047619048
chr4q,weak,28111,28111,28111,28130,1,224.0,0.9047619047619048
chr4q,weak,28269,28269,28269,28288,1,224.0,1.105263157894737
chr4q,weak,28418,28418,28418,28437,1,224.0,1.0
chr4q,weak,28582,28582,28582,28601,1,224.0,0.9047619047619048
chr4q,weak,28942,28942,28942,28961,1,224.0,0.9047619047619048
chr4q,weak,29197,29197,29197,29216,1,224.0,1.105263157894737
chr4q,weak,29334,29334,29334,29353,1,224.0,1.105263157894737
chr4q,weak,29472,29472,29472,29491,1,224.0,1.105263157894737
chr4q,weak,29612,29612,29612,29631,1,224.0,0.9047619047619048
chr4q,weak,29755,29755,29755,29774,1,224.0,0.9047619047619048
chr4q,weak,29905,29905,29905,29924,1,224.0,1.0
