record_id,signal_type,start_kmer_idx,end_kmer_idx,start_base,end_base,run_kmer_len,scale_used,mean_atcg
chr16q,strong,25010,25010,25010,25029,1,398.0,1.5
chr16q,strong,25232,25232,25232,25251,1,398.0,1.8571428571428572
chr16q,strong,25460,25460,25460,25479,1,398.0,1.3529411764705883
chr16q,strong,25653,25653,25653,25672,1,398.0,1.8571428571428572
chr16q,strong,25883,25883,25883,25902,1,398.0,1.6666666666666667
chr16q,strong,26132,26132,26132,26151,1,398.0,1.105263157894737
chr16q,strong,26356,26356,26356,26375,1,398.0,1.3529411764705883
chr16q,strong,26617,26617,26617,26636,1,398.0,2.076923076923077
chr16q,strong,26850,26850,26850,26869,1,398.0,1.8571428571428572
chr16q,strong,27111,27111,27111,27130,1,398.0,1.6666666666666667
chr16q,strong,27360,27360,27360,27379,1,398.0,1.8571428571428572
chr16q,strong,28442,28481,28442,28500,40,398.0,1.8807422969187677
chr16q,strong,28697,28697,28697,28716,1,398.0,1.3529411764705883
chr16q,strong,28922,28922,28922,28941,1,398.0,1.6666666666666667
chr16q,strong,29171,29171,29171,29190,1,398.0,1.8571428571428572
chr16q,strong,30304,30304,30304,30323,1,398.0,2.076923076923077
chr16q,strong,30540,30540,30540,30559,1,398.0,1.6666666666666667
chr16q,strong,30753,30753,30753,30772,1,398.0,2.076923076923077
chr16q,strong,30995,30995,30995,31014,1,398.0,1.8571428571428572
chr16q,strong,31219,31219,31219,31238,1,398.0,1.5
chr16q,strong,31431,31431,31431,31450,1,398.0,1.3529411764705883
chr16q,strong,31680,31680,31680,31699,1,398.0,1.8571428571428572
chr16q,strong,31904,31904,31904,31923,1,398.0,1.8571428571428572
chr16q,strong,32153,32153,32153,32172,1,398.0,1.5
chr16q,strong,32839,32839,32839,32858,1,398.0,1.6666666666666667
chr16q,strong,33063,33063,33063,33082,1,398.0,1.3529411764705883
chr16q,strong,33287,33287,33287,33306,1,398.0,1.5
chr16q,strong,33536,33536,33536,33555,1,398.0,1.8571428571428572
chr16q,strong,33785,33785,33785,33804,1,398.0,1.5
chr16q,strong,34471,34471,34471,34490,1,398.0,1.6666666666666667
chr16q,strong,34695,34695,34695,34714,1,398.0,1.3529411764705883
chr16q,strong,34919,34919,34919,34938,1,398.0,1.5
chr16q,strong,35168,35168,35168,35187,1,398.0,1.8571428571428572
chr16q,strong,35399,35399,35399,35418,1,398.0,1.6666666666666667
chr16q,strong,35648,35648,35648,35667,1,398.0,2.076923076923077
chr16q,strong,35897,35897,35897,35916,1,398.0,1.3529411764705883
chr16q,strong,36174,36174,36174,36193,1,398.0,2.076923076923077
chr16q,strong,36404,36404,36404,36423,1,398.0,1.3529411764705883
chr16q,strong,36653,36653,36653,36672,1,398.0,1.2222222222222223
chr16q,strong,36938,36938,36938,36957,1,398.0,1.8571428571428572
chr16q,strong,37218,37218,37218,37237,1,398.0,1.3529411764705883
chr16q,strong,37823,37823,37823,37842,1,398.0,2.076923076923077
chr16q,strong,38041,38041,38041,38060,1,398.0,1.5
chr16q,strong,38234,38234,38234,38253,1,398.0,1.5
chr16q,strong,38465,38465,38465,38484,1,398.0,2.076923076923077
chr16q,strong,38707,38707,38707,38726,1,398.0,1.8571428571428572
chr16q,strong,38937,38937,38937,38956,1,398.0,1.3529411764705883
chr16q,strong,39170,39170,39170,39189,1,398.0,1.8571428571428572
chr16q,strong,39394,39394,39394,39413,1,398.0,1.8571428571428572
chr16q,strong,39632,39632,39632,39651,1,398.0,1.8571428571428572
chr16q,strong,40183,40183,40183,40202,1,398.0,1.2222222222222223
chr16q,strong,40407,40407,40407,40426,1,398.0,1.105263157894737
chr16q,strong,40611,40650,40611,40669,40,398.0,1.8648809523809526
chr16q,strong,40860,40874,40860,40893,15,398.0,1.8249084249084253
chr16q,strong,41123,41123,41123,41142,1,398.0,1.8571428571428572
chr16q,strong,41404,41404,41404,41423,1,398.0,2.3333333333333335
chr16q,strong,41684,41684,41684,41703,1,398.0,1.6666666666666667
chr16q,strong,43111,43111,43111,43130,1,398.0,2.076923076923077
chr16q,strong,43360,43376,43360,43395,17,398.0,1.902499461322991
chr16q,strong,43609,43609,43609,43628,1,398.0,1.5
chr16q,strong,43890,43890,43890,43909,1,398.0,2.076923076923077
chr16q,strong,44113,44113,44113,44132,1,398.0,2.3333333333333335
chr16q,strong,44574,44574,44574,44593,1,398.0,1.105263157894737
chr16q,strong,44817,44861,44817,44880,45,398.0,1.6941998451802378
chr16q,strong,45073,45073,45073,45092,1,398.0,2.076923076923077
chr16q,strong,45322,45322,45322,45341,1,398.0,2.3333333333333335
chr16q,strong,45571,45571,45571,45590,1,398.0,1.6666666666666667
chr16q,strong,48476,48476,48476,48495,1,398.0,1.6666666666666667
chr16q,strong,48705,48705,48705,48724,1,398.0,2.076923076923077
chr16q,strong,48935,48935,48935,48954,1,398.0,2.3333333333333335
chr16q,strong,49179,49179,49179,49198,1,398.0,2.076923076923077
chr16q,strong,49403,49403,49403,49422,1,398.0,1.5
chr16q,strong,49633,49633,49633,49652,1,398.0,1.8571428571428572
chr16q,strong,49876,49876,49876,49895,1,398.0,1.8571428571428572
chr16q,strong,50100,50100,50100,50119,1,398.0,1.8571428571428572
chr16q,strong,50356,50356,50356,50375,1,398.0,2.3333333333333335
chr16q,strong,51876,51876,51876,51895,1,398.0,1.5
chr16q,strong,52503,52503,52503,52522,1,398.0,1.105263157894737
chr16q,strong,52777,52777,52777,52796,1,398.0,1.5
chr16q,strong,53006,53006,53006,53025,1,398.0,2.3333333333333335
chr16q,strong,55202,55202,55202,55221,1,398.0,1.6666666666666667
chr16q,strong,55426,55457,55426,55476,32,398.0,1.7543419611434317
chr16q,strong,55662,55662,55662,55681,1,398.0,2.3333333333333335
chr16q,strong,55907,55907,55907,55926,1,398.0,1.8571428571428572
chr16q,strong,56125,56125,56125,56144,1,398.0,1.3529411764705883
chr16q,strong,56374,56374,56374,56393,1,398.0,1.6666666666666667
chr16q,strong,56578,56578,56578,56597,1,398.0,2.076923076923077
chr16q,strong,56827,56827,56827,56846,1,398.0,1.8571428571428572
chr16q,strong,57076,57076,57076,57095,1,398.0,1.6666666666666667
chr16q,strong,57306,57306,57306,57325,1,398.0,1.8571428571428572
chr16q,strong,57555,57555,57555,57574,1,398.0,1.8571428571428572
chr16q,strong,57811,57811,57811,57830,1,398.0,2.3333333333333335
chr16q,strong,58053,58053,58053,58072,1,398.0,1.6666666666666667
chr16q,strong,58333,58333,58333,58352,1,398.0,1.8571428571428572
chr16q,strong,58576,58576,58576,58595,1,398.0,1.3529411764705883
chr16q,strong,58775,58825,58775,58844,51,398.0,1.710821281755538
chr16q,strong,59064,59064,59064,59083,1,398.0,1.6666666666666667
chr16q,strong,60536,60536,60536,60555,1,398.0,2.076923076923077
chr16q,strong,60779,60779,60779,60798,1,398.0,1.8571428571428572
chr16q,strong,61054,61054,61054,61073,1,398.0,2.076923076923077
chr16q,strong,62010,62010,62010,62029,1,398.0,2.076923076923077
chr16q,strong,62284,62284,62284,62303,1,398.0,1.5
chr16q,strong,62593,62593,62593,62612,1,398.0,2.076923076923077
chr16q,strong,62842,62842,62842,62861,1,398.0,2.3333333333333335
chr16q,strong,63103,63103,63103,63122,1,398.0,2.3333333333333335
chr16q,strong,99472,99472,99472,99491,1,398.0,1.0
chr16q,strong,99696,99696,99696,99715,1,398.0,1.6666666666666667
chr16q,strong,99932,99937,99932,99956,6,398.0,1.6984126984126986
chr16q,strong,100151,100151,100151,100170,1,398.0,2.3333333333333335
chr16q,strong,100375,100375,100375,100394,1,398.0,1.8571428571428572
chr16q,strong,100594,100594,100594,100613,1,398.0,1.2222222222222223
chr16q,strong,102268,102268,102268,102287,1,398.0,1.3529411764705883
chr16q,strong,102581,102581,102581,102600,1,398.0,2.076923076923077
chr16q,strong,102830,102830,102830,102849,1,398.0,1.3529411764705883
chr16q,strong,103110,103110,103110,103129,1,398.0,2.076923076923077
chr16q,strong,103384,103384,103384,103403,1,398.0,2.3333333333333335
chr16q,strong,103676,103676,103676,103695,1,398.0,1.8571428571428572
chr16q,strong,104981,104981,104981,105000,1,398.0,2.076923076923077
chr16q,strong,105205,105205,105205,105224,1,398.0,2.076923076923077
chr16q,strong,105429,105429,105429,105448,1,398.0,1.8571428571428572
chr16q,strong,105868,105868,105868,105887,1,398.0,1.6666666666666667
chr16q,strong,106092,106092,106092,106111,1,398.0,1.2222222222222223
chr16q,strong,106341,106341,106341,106360,1,398.0,2.076923076923077
chr16q,strong,106615,106615,106615,106634,1,398.0,2.3333333333333335
chr16q,strong,106907,106907,106907,106926,1,398.0,1.8571428571428572
chr16q,strong,108212,108212,108212,108231,1,398.0,2.076923076923077
chr16q,strong,108461,108461,108461,108480,1,398.0,1.8571428571428572
chr16q,strong,108691,108691,108691,108710,1,398.0,2.076923076923077
chr16q,strong,112128,112128,112128,112147,1,398.0,1.6666666666666667
chr16q,strong,112377,112377,112377,112396,1,398.0,1.8571428571428572
chr16q,strong,112658,112658,112658,112677,1,398.0,1.6666666666666667
chr16q,strong,112907,112907,112907,112926,1,398.0,1.6666666666666667
chr16q,strong,117240,117240,117240,117259,1,398.0,1.8571428571428572
chr16q,strong,118046,118046,118046,118065,1,398.0,1.3529411764705883
chr16q,strong,118295,118295,118295,118314,1,398.0,1.8571428571428572
chr16q,strong,119127,119127,119127,119146,1,398.0,1.8571428571428572
chr16q,strong,121102,121102,121102,121121,1,398.0,1.5
chr16q,strong,121324,121324,121324,121343,1,398.0,1.3529411764705883
chr16q,strong,121573,121573,121573,121592,1,398.0,1.8571428571428572
chr16q,strong,121797,121797,121797,121816,1,398.0,1.6666666666666667
chr16q,strong,122373,122373,122373,122392,1,398.0,2.3333333333333335
chr16q,strong,122597,122597,122597,122616,1,398.0,1.6666666666666667
chr16q,strong,122841,122841,122841,122860,1,398.0,2.3333333333333335
chr16q,strong,123090,123090,123090,123109,1,398.0,1.8571428571428572
chr16q,strong,124254,124254,124254,124273,1,398.0,1.8571428571428572
chr16q,strong,125389,125389,125389,125408,1,398.0,1.5
chr16q,strong,125638,125638,125638,125657,1,398.0,1.5
chr16q,strong,126618,126618,126618,126637,1,398.0,1.8571428571428572
chr16q,strong,126837,126837,126837,126856,1,398.0,2.076923076923077
chr16q,strong,127099,127099,127099,127118,1,398.0,2.076923076923077
chr16q,strong,132845,132845,132845,132864,1,398.0,1.6666666666666667
chr16q,strong,133094,133094,133094,133113,1,398.0,1.3529411764705883
chr16q,strong,133312,133312,133312,133331,1,398.0,1.6666666666666667
chr16q,strong,135209,135209,135209,135228,1,398.0,1.5
chr16q,strong,138797,138797,138797,138816,1,398.0,1.6666666666666667
chr16q,strong,139046,139046,139046,139065,1,398.0,1.3529411764705883
chr16q,strong,139295,139295,139295,139314,1,398.0,1.6666666666666667
chr16q,strong,139544,139544,139544,139563,1,398.0,1.5
chr16q,strong,139751,139751,139751,139770,1,398.0,1.3529411764705883
chr16q,strong,140000,140000,140000,140019,1,398.0,1.8571428571428572
chr16q,strong,140224,140224,140224,140243,1,398.0,1.5
chr16q,strong,140462,140462,140462,140481,1,398.0,1.8571428571428572
chr16q,strong,140692,140692,140692,140711,1,398.0,2.076923076923077
chr16q,strong,140916,140916,140916,140935,1,398.0,1.8571428571428572
chr16q,strong,141165,141165,141165,141184,1,398.0,2.076923076923077
chr16q,strong,142655,142655,142655,142674,1,398.0,1.8571428571428572
chr16q,strong,142873,142873,142873,142892,1,398.0,2.076923076923077
chr16q,strong,143097,143097,143097,143116,1,398.0,1.8571428571428572
chr16q,strong,143321,143321,143321,143340,1,398.0,1.6666666666666667
chr16q,strong,148579,148579,148579,148598,1,398.0,1.2222222222222223
chr16q,strong,148822,148822,148822,148841,1,398.0,1.5
chr16q,strong,150475,150475,150475,150494,1,398.0,1.5
chr16q,strong,150667,150667,150667,150686,1,398.0,1.5
chr16q,strong,150916,150916,150916,150935,1,398.0,1.5
chr16q,strong,151165,151165,151165,151184,1,398.0,1.6666666666666667
chr16q,strong,151815,151815,151815,151834,1,398.0,1.6666666666666667
chr16q,strong,153426,153426,153426,153445,1,398.0,1.6666666666666667
chr16q,strong,155298,155298,155298,155317,1,398.0,1.6666666666666667
chr16q,strong,156804,156804,156804,156823,1,398.0,1.5
chr16q,strong,160855,160855,160855,160874,1,398.0,1.6666666666666667
chr16q,strong,161104,161104,161104,161123,1,398.0,1.6666666666666667
chr16q,strong,161349,161349,161349,161368,1,398.0,2.076923076923077
chr16q,strong,161573,161573,161573,161592,1,398.0,1.8571428571428572
chr16q,strong,161791,161791,161791,161810,1,398.0,1.8571428571428572
chr16q,strong,166626,166626,166626,166645,1,398.0,1.8571428571428572
chr16q,strong,166896,166896,166896,166915,1,398.0,1.8571428571428572
chr16q,strong,168850,168850,168850,168869,1,398.0,2.076923076923077
chr16q,strong,169099,169099,169099,169118,1,398.0,1.8571428571428572
chr16q,strong,171752,171752,171752,171771,1,398.0,1.5
chr16q,strong,172001,172001,172001,172020,1,398.0,1.5
chr16q,strong,173698,173698,173698,173717,1,398.0,1.6666666666666667
chr16q,strong,173919,173919,173919,173938,1,398.0,1.5
chr16q,strong,174168,174168,174168,174187,1,398.0,2.076923076923077
chr16q,strong,175056,175056,175056,175075,1,398.0,2.3333333333333335
chr16q,strong,175305,175337,175305,175356,33,398.0,1.6554833768456059
chr16q,strong,175554,175554,175554,175573,1,398.0,1.2222222222222223
chr16q,strong,175778,175778,175778,175797,1,398.0,1.6666666666666667
chr16q,strong,176804,176804,176804,176823,1,398.0,1.2222222222222223
chr16q,strong,177022,177022,177022,177041,1,398.0,1.6666666666666667
chr16q,strong,177821,177821,177821,177840,1,398.0,1.3529411764705883
chr16q,strong,178070,178070,178070,178089,1,398.0,2.3333333333333335
chr16q,strong,178336,178336,178336,178355,1,398.0,1.5
chr16q,strong,178584,178584,178584,178603,1,398.0,2.076923076923077
chr16q,strong,178833,178833,178833,178852,1,398.0,2.3333333333333335
chr16q,strong,180358,180358,180358,180377,1,398.0,1.8571428571428572
chr16q,strong,180608,180608,180608,180627,1,398.0,1.6666666666666667
chr16q,strong,181578,181578,181578,181597,1,398.0,1.5
chr16q,strong,181802,181802,181802,181821,1,398.0,1.8571428571428572
chr16q,strong,182011,182011,182011,182030,1,398.0,1.3529411764705883
chr16q,strong,182258,182258,182258,182277,1,398.0,1.3529411764705883
chr16q,strong,184035,184035,184035,184054,1,398.0,1.5
chr16q,strong,184284,184284,184284,184303,1,398.0,1.5
chr16q,strong,185673,185673,185673,185692,1,398.0,1.6666666666666667
chr16q,strong,185922,185972,185922,185991,51,398.0,1.893678217207629
chr16q,strong,186171,186171,186171,186190,1,398.0,1.5
chr16q,strong,186463,186463,186463,186482,1,398.0,1.3529411764705883
chr16q,strong,186712,186712,186712,186731,1,398.0,1.8571428571428572
chr16q,strong,186961,186961,186961,186980,1,398.0,2.076923076923077
chr16q,strong,187241,187241,187241,187260,1,398.0,1.8571428571428572
chr16q,strong,187551,187551,187551,187570,1,398.0,1.2222222222222223
chr16q,strong,187806,187806,187806,187825,1,398.0,1.5
chr16q,strong,188049,188049,188049,188068,1,398.0,2.076923076923077
chr16q,strong,189558,189558,189558,189577,1,398.0,1.8571428571428572
chr16q,strong,189801,189801,189801,189820,1,398.0,1.8571428571428572
chr16q,strong,190249,190249,190249,190268,1,398.0,2.3333333333333335
chr16q,strong,190498,190498,190498,190517,1,398.0,1.6666666666666667
chr16q,strong,190815,190815,190815,190834,1,398.0,1.2222222222222223
chr16q,strong,191070,191070,191070,191089,1,398.0,1.5
chr16q,strong,191313,191313,191313,191332,1,398.0,2.076923076923077
chr16q,strong,192822,192822,192822,192841,1,398.0,1.8571428571428572
chr16q,strong,193065,193065,193065,193084,1,398.0,1.8571428571428572
chr16q,strong,193513,193513,193513,193532,1,398.0,2.3333333333333335
chr16q,strong,193762,193762,193762,193781,1,398.0,1.6666666666666667
chr16q,strong,194054,194054,194054,194073,1,398.0,2.076923076923077
chr16q,strong,194328,194328,194328,194347,1,398.0,1.8571428571428572
chr16q,strong,194577,194577,194577,194596,1,398.0,2.076923076923077
chr16q,strong,199440,199454,199440,199473,15,398.0,2.0021978021978026
chr16q,strong,199728,199728,199728,199747,1,398.0,1.8571428571428572
chr16q,strong,201116,201116,201116,201135,1,398.0,2.076923076923077
chr16q,strong,201371,201371,201371,201390,1,398.0,1.5
chr16q,strong,203329,203329,203329,203348,1,398.0,2.3333333333333335
chr16q,strong,203578,203578,203578,203597,1,398.0,1.6666666666666667
chr16q,strong,203827,203860,203827,203879,34,398.0,1.8199202758026287
chr16q,strong,206602,206602,206602,206621,1,398.0,2.6363636363636362
chr16q,strong,206888,206888,206888,206907,1,398.0,1.6666666666666667
chr16q,strong,207168,207168,207168,207187,1,398.0,2.076923076923077
chr16q,strong,207442,207442,207442,207461,1,398.0,1.8571428571428572
chr16q,strong,207666,207666,207666,207685,1,398.0,1.6666666666666667
chr16q,strong,208995,208995,208995,209014,1,398.0,1.8571428571428572
chr16q,strong,209227,209227,209227,209246,1,398.0,1.8571428571428572
chr16q,strong,209445,209445,209445,209464,1,398.0,1.5
chr16q,strong,209694,209694,209694,209713,1,398.0,1.8571428571428572
chr16q,strong,209973,209973,209973,209992,1,398.0,1.3529411764705883
chr16q,strong,210222,210222,210222,210241,1,398.0,1.8571428571428572
chr16q,strong,210477,210477,210477,210496,1,398.0,1.8571428571428572
chr16q,strong,210726,210726,210726,210745,1,398.0,1.8571428571428572
chr16q,strong,211061,211061,211061,211080,1,398.0,1.2222222222222223
chr16q,strong,211316,211316,211316,211335,1,398.0,1.5
chr16q,strong,211559,211559,211559,211578,1,398.0,2.076923076923077
chr16q,strong,212639,212639,212639,212658,1,398.0,2.3333333333333335
chr16q,strong,212881,212881,212881,212900,1,398.0,1.105263157894737
chr16q,strong,213095,213095,213095,213114,1,398.0,1.8571428571428572
chr16q,strong,213344,213344,213344,213363,1,398.0,2.076923076923077
chr16q,strong,213562,213562,213562,213581,1,398.0,1.8571428571428572
chr16q,strong,213841,213841,213841,213860,1,398.0,1.3529411764705883
chr16q,strong,214090,214090,214090,214109,1,398.0,1.8571428571428572
chr16q,strong,214314,214314,214314,214333,1,398.0,1.6666666666666667
chr16q,strong,214588,214588,214588,214607,1,398.0,1.8571428571428572
chr16q,strong,215184,215184,215184,215203,1,398.0,1.5
chr16q,strong,215427,215427,215427,215446,1,398.0,2.076923076923077
chr16q,strong,217155,217155,217155,217174,1,398.0,2.076923076923077
chr16q,strong,217404,217404,217404,217423,1,398.0,1.8571428571428572
chr16q,strong,217994,217994,217994,218013,1,398.0,1.8571428571428572
chr16q,strong,218218,218218,218218,218237,1,398.0,1.6666666666666667
chr16q,strong,219323,219323,219323,219342,1,398.0,2.3333333333333335
chr16q,strong,219565,219565,219565,219584,1,398.0,1.105263157894737
chr16q,strong,219779,219779,219779,219798,1,398.0,1.8571428571428572
chr16q,strong,220028,220028,220028,220047,1,398.0,2.076923076923077
chr16q,strong,220246,220246,220246,220265,1,398.0,1.8571428571428572
chr16q,strong,220525,220525,220525,220544,1,398.0,1.3529411764705883
chr16q,strong,220774,220774,220774,220793,1,398.0,1.8571428571428572
chr16q,strong,220998,220998,220998,221017,1,398.0,1.6666666666666667
chr16q,strong,221272,221272,221272,221291,1,398.0,1.8571428571428572
chr16q,strong,221868,221868,221868,221887,1,398.0,1.5
chr16q,strong,222111,222111,222111,222130,1,398.0,2.076923076923077
chr16q,strong,224068,224068,224068,224087,1,398.0,1.8571428571428572
chr16q,strong,224292,224292,224292,224311,1,398.0,2.076923076923077
chr16q,strong,224510,224510,224510,224529,1,398.0,2.076923076923077
chr16q,strong,224759,224759,224759,224778,1,398.0,2.3333333333333335
chr16q,strong,225008,225008,225008,225027,1,398.0,1.6666666666666667
chr16q,strong,225300,225300,225300,225319,1,398.0,2.076923076923077
chr16q,strong,225574,225574,225574,225593,1,398.0,1.8571428571428572
chr16q,strong,225798,225798,225798,225817,1,398.0,1.5
chr16q,strong,226864,226864,226864,226883,1,398.0,1.5
chr16q,strong,227156,227156,227156,227175,1,398.0,2.076923076923077
chr16q,strong,227405,227405,227405,227424,1,398.0,1.6666666666666667
chr16q,strong,227679,227679,227679,227698,1,398.0,2.076923076923077
chr16q,strong,227915,227915,227915,227934,1,398.0,1.6666666666666667
chr16q,strong,228222,228222,228222,228241,1,398.0,2.076923076923077
chr16q,strong,229878,229878,229878,229897,1,398.0,1.8571428571428572
chr16q,strong,230302,230302,230302,230321,1,398.0,2.076923076923077
chr16q,strong,230551,230551,230551,230570,1,398.0,1.8571428571428572
chr16q,strong,231147,231147,231147,231166,1,398.0,1.5
chr16q,strong,231390,231390,231390,231409,1,398.0,2.076923076923077
chr16q,strong,231632,231632,231632,231651,1,398.0,1.8571428571428572
chr16q,strong,235166,235211,235166,235230,46,398.0,2.172508650769521
chr16q,strong,235485,235485,235485,235504,1,398.0,1.8571428571428572
chr16q,strong,235765,235765,235765,235784,1,398.0,2.076923076923077
chr16q,strong,239231,239231,239231,239250,1,398.0,2.076923076923077
chr16q,strong,239463,239494,239463,239513,32,398.0,1.6800898243912952
chr16q,strong,239708,239708,239708,239727,1,398.0,1.8571428571428572
chr16q,strong,242544,242544,242544,242563,1,398.0,1.6666666666666667
chr16q,strong,242830,242830,242830,242849,1,398.0,1.8571428571428572
chr16q,strong,243085,243085,243085,243104,1,398.0,2.076923076923077
chr16q,strong,243359,243359,243359,243378,1,398.0,1.8571428571428572
chr16q,strong,243583,243583,243583,243602,1,398.0,1.6666666666666667
chr16q,strong,244887,244887,244887,244906,1,398.0,1.6666666666666667
chr16q,strong,245104,245104,245104,245123,1,398.0,1.6666666666666667
chr16q,strong,245316,245372,245316,245391,57,398.0,1.7578089265395769
chr16q,strong,245596,245602,245596,245621,7,398.0,1.5238095238095237
chr16q,strong,245882,245882,245882,245901,1,398.0,1.8571428571428572
chr16q,strong,246143,246143,246143,246162,1,398.0,1.8571428571428572
chr16q,strong,246392,246392,246392,246411,1,398.0,2.076923076923077
